Volume,Page,Sheet Type,Decade,Country,County,Subdivision,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1677-1886_A_pt1,194,Rainfall,17x0s,England,Lancashire,-,HOLME Nr MANCHESTER,10,1760,[.....#####],60,0,50,1765/01,1769/12,5,0,31.9,,HOLME-NR-MANCHESTER,SJ 825972,53.471,-2.265,,,,"George Lloyd. 1765-1769 archive Jisc has rainfall 1778-1781. Gordon Manley thinks readings at Hulme about 1 mmile from centre of Manchester; ?suggested Charters Hall as actual site. George Loyd owned Hulme Hall at this time, Hall demolished 1840 to make way fro Duek of B's canal, bridge over this is Hulme Hall Bridge 1:500 town plans"
TYRain_1677-1886_A_pt1,217,Rainfall,17x0s,England,Westmorland,-,KENDAL (GOUGH),10,1790,[#####.....] Dup,60,0,50,1790/01,1794/12,5,0,66.5,Duplication,KENDAL-GOUGH-DUPLICATE-DATA,,,,,,,DUPLICATE
TYRain_1677-1886_B_pt1,16,Rainfall,17x0s,England,Yorkshire East Riding,-,KINGSTON UPON HULL,10,1790,[......#...],12,0,10,1796/01,1796/12,1,0,23.0,,HULL-VAGUE,TA 099286,53.742,-0.335,,,,
TYRain_1677-1886_B_pt1,38,Rainfall,1880s,England,Westmorland,-,LINGMOOR LANGDALE,10,1880,[...##.....] Dup,24,0,20,1883/01,1884/12,2,0,106.0,Duplication,LANGDALE-LINGMOOR,NY 303046,54.432,-3.076,1500,,,1883-4 believe the gauge was not far from the top of the fell about 1500'
TYRain_1677-1886_B_pt1,72,Rainfall,17x0s,Scotland,Dumfriesshire,-,KIRKMICHAEL NR DUMFRIES,10,1770,[....#.....],11,12,9.2,1774/02,1774/12,1,1,41.8,,KIRKMICHAEL-NR-DUMFRIES-EXTRA-MEAN,,,,,,,"This is in GitHub as a special case (under the EXTRA-MEAN folder of KIRKMICHAEL-NR-DUMFRIES), as its not a normal rainfall record. The sheet is a 4 year record with monthly means of those 4 years."
TYRain_1677-1886_B_pt1,81,Rainfall,17x0s,Scotland,Berwickshire,-,SMAILHOLM MERTOUN,10,1780,[#5........],17,0,14.2,1780/01,1781/06,1,0,22.7,,SMAILHOLM-MERTOUN,NT 652365,55.621,-2.554,,,,extracted from MO records at Greenwich no other info; NGR/elevation for Smailholm House - very small village
TYRain_1677-1886_B_pt1,98,Rainfall,17x0s,Scotland,Lanarkshire,-,GLASGOW,10,1780,[........T.],0,0,0,,,1,1,19.4,,GLASGOW-TOTALS,NS 5959165026,55.858,-4.245,40,,From Total Book,Craddock reference Y237
TYRain_1677-1886_B_pt1,100,Rainfall,17x0s,Scotland,Lanarkshire,-,GLASGOW,10,1760,[.....T....],0,0,0,,,1,0,24.8,,GLASGOW-HUTCHINSON,NS 5927965386,55.861,-4.250,50,,George Hutchison,A Treatise on the Causes and Principles of Meteorological Phenomena by George Hutchison 1835  https://www.google.co.uk/books/edition//lXsAAAAAMAAJ?hl=en&gbpv=1&printsec=frontcover Letter links to 74 George Sq. Galasgow / Craddock reference Y236
TYRain_1677-1886_B_pt1,101,Rainfall,17x0s,Scotland,Lanarkshire,-,GLASGOW,10,1770,[.....T....],0,0,0,,,1,0,43.9,,GLASGOW-HUTCHINSON,NS 5927965386,55.861,-4.250,50,,George Hutchison,A Treatise on the Causes and Principles of Meteorological Phenomena by George Hutchison 1835  https://www.google.co.uk/books/edition//lXsAAAAAMAAJ?hl=en&gbpv=1&printsec=frontcover Letter links to 74 George Sq. Galasgow / Craddock reference Y236
TYRain_1677-1886_B_pt1,103,Rainfall,17x0s,Scotland,Lanarkshire,-,GLASGOW,10,1790,[..........] ??,0,0,0,,,0,1,,Not empty,GLASGOW-HUTCHINSON,NS 5927965386,55.861,-4.250,50,,George Hutchison,A Treatise on the Causes and Principles of Meteorological Phenomena by George Hutchison 1835  https://www.google.co.uk/books/edition//lXsAAAAAMAAJ?hl=en&gbpv=1&printsec=frontcover Letter links to 74 George Sq. Galasgow / Craddock reference Y236
TYRain_1677-1886_B_pt1,106,Rainfall,17x0s,Scotland,Dunbartonshire,-,KIRKINTILLOCH,10,1780,[........T.],0,0,0,,,1,0,14.5,,KIRKINTILLOCH,NS 6574,55.940,-4.160,,,From Total Book,Approx 1 Total only (Craddock Y240)
TYRain_1677-1886_B_pt1,114,Rainfall,17x0s,Scotland,Aberdeenshire,-,DYKEHEAD ALFORD ABERDEEN,10,1790,[..T.......],0,0,0,,,1,2,34.2,,ABERDEEN-ALFORD-DYKEHEAD,NJ 588144,57.218,-2.684,,,Ritchie,
TYRain_1677-1886_B_pt1,134,Rainfall,17x0s,Ireland/Northern Ireland,Londonderry,-,LONDONDERRY,10,1790,[.....T.TTT],0,0,0,,,4,1,32.9,,LONDONDERRY-VAGUE,,,,,,,1795-1799 totals only
TYRain_1677-1886_B_pt2,13,Rainfall,1800s,England,Devon,Devon South,EXETER,10,1800,[..#.......],12,0,10,1802/01,1802/12,1,0,24.8,,EXETER-1802,,,,,,,
TYRain_1677-1886_B_pt2,38,Rainfall,1800s,England,Yorkshire West Riding,-,WILSDEN Nr BINGLEY,10,1800,[..........] ??,0,1,0,,,0,0,,Not empty,WILSDEN-NR-BINGLEY,,,,,,,
TYRain_1677-1886_B_pt2,41,Rainfall,1800s,England,Cumberland,-,NEAR WIGTON CUMBERLAND,10,1800,[.......15.],6,1,5,1807/09,1808/10,0,0,,,NEAR-WIGTON-CUMBERLAND,,,,,,,"no details but 5"" one day in Sept 1807"
TYRain_1677-1886_B_pt2,52,Rainfall,1800s,Scotland,Lanarkshire,-,GLASGOW,10,1800,[.....T....],0,0,0,,,1,0,15.4,,GLASGOW-TOTALS,NS 5959165026,55.858,-4.245,40,,From Total Book,Craddock reference Y261
TYRain_1677-1886_B_pt2,63,Rainfall,1800s,Ireland/Northern Ireland,Londonderry,-,LONDONDERRY,10,1800,[#.........],12,0,10,1800/01,1800/12,1,0,29.2,,LONDONDERRY-VAGUE,,,,,,,no info. 1800 plus 1797-1799 total by hand below
TYRain_1677-1886_B_pt2,64,Rainfall,1800s,Ireland/Northern Ireland,Londonderry,-,LONDONDERRY,10,1800,[TT........],0,0,0,,,2,0,30.7,,LONDONDERRY-VAGUE,,,,,,,no info. 1800-1801 tots. Not same as 1800 above record
TYRain_1677-1886_B_pt2,78,Rainfall,1800s,England,Yorkshire North Riding,-,MALTON UNKNOWN,10,1800,[........T.],0,0,0,,,1,1,43.8,,NEW-MALTON-STOCKTON,SE 787717,54.135,-0.797,80,,Mr Stockton,
TYRain_1677-1886_B_pt2,85,Rainfall,1810s,England,Middlesex,Middlesex-became-London,LONDON PRINCES ST CAVENDISH SQUARE,10,1810,[....##....],23,0,19.2,1814/01,1815/12,0,0,,,LONDON-PRINCES-ST-CAVENDISH-SQUARE,TQ 289812,51.515,-0.144,125,,,"NGR is midpoint of Princes Street. Altitude is 90 ft + 35ft (height of gauge on record, presumably roof level). Readings are not calendar months"
TYRain_1677-1886_B_pt2,104,Rainfall,1810s,England,Devon,Devon South,PLYMOUTH FOSSAR,10,1810,[.....#1...],13,0,10.8,1815/01,1816/07,1,0,34.1,,PLYMOUTH-FOSSAR,,,,,,,
TYRain_1677-1886_B_pt2,108,Rainfall,1810s,England,Devon,Devon South,SIDMOUTH DEVON,10,1810,[...#......],11,0,9.2,1813/02,1813/12,0,0,,,SIDMOUTH-1813,,,,,,,
TYRain_1677-1886_B_pt2,109,Rainfall,1810s,England,Cornwall,-,PENZANCE CONWALL,10,1810,[.........T],0,0,0,,,1,0,23.8,,CORNWALL-PENZANCE,,,,,,,
TYRain_1677-1886_B_pt2,120,Rainfall,1810s,England,Derbyshire,-,ASHOVER NR CHESTERFIELD,10,1810,[..#.......],12,0,10,1812/01,1812/12,1,0,31.5,,ASHOVER-NR-CHESTERFIELD,SK 348631,53.164,-1.481,600,,,NGR is church in Ashover and altitude is form OS map. No information on the record to better locate the record. NGR could be +/- 1km or more
TYRain_1677-1886_B_pt2,130,Rainfall,1810s,Scotland,Berwickshire,-,EYEMOUTH BERWICKSHIRE,10,1810,[..T#......],12,0,10,1813/01,1813/12,2,0,24.8,,EYEMOUTH-BERWICKSHIRE,,,,,,,believed to be part of Gordon Castle register (Moray)
TYRain_1677-1886_B_pt2,159,Rainfall,1810s,Scotland,Orkney,-,ORKNEY,10,1810,[.T........],0,0,0,,,1,0,29.1,,ORKNEY-1811,,,,,,,Probably SANDAY-START-POINT
TYRain_1820-1829_C_pt1,68,Rainfall,1820s,England,Yorkshire North Riding,-,NEW MALTON,10,1820,[T#.23.....],17,0,14.2,1821/01,1824/11,3,0,33.5,,NEW-MALTON-STOCKTON,SE 787717,54.135,-0.797,80,,Mr Stockton,
TYRain_1820-1829_C_pt2,37,Rainfall,1820s,Ireland/Republic of Ireland,Dublin,-,Malahide,10,1820,[...##.....],24,0,20,1823/01,1824/12,2,0,43.6,,MALAHIDE,,,,,,A Semple,Not researched
TYRain_1820-1829_C_pt2,44,Rainfall,1830s,England,Yorkshire West Riding,-,SHEFFIELD,10,1830,[........5.],5,0,4.2,1838/06,1838/10,0,0,,,SHEFFIELD-1830S,,,,,,,
TYRain_1820-1829_C_pt2,50,Rainfall,1830s,England,Yorkshire East Riding,-,ROOS,10,1830,[....T.....],0,0,0,,,1,0,18.0,,ROOS,TA 290298,53.749,-0.045,,,,
TYRain_1820-1829_C_pt2,58,Rainfall,1830s,England,Yorkshire West Riding,-,BOLTON BY BOLLAND,10,1830,[....T.....],0,0,0,,,1,0,47.4,,BOLTON-BY-BOWLAND,,,,,,,Only one annual total so not worth adding NGR for Village and no clues as to where the location is
TYRain_1820-1829_C_pt2,71,Rainfall,1830s,England,Lincolnshire,-,BRANDSBY LINCOLNSHIRE,10,1830,[....T.....],0,0,0,,,1,0,22.6,,BRANSBY,SK 899792,53.302,-0.652,25,,,
TYRain_1820-1829_C_pt2,74,Rainfall,1830s,England,Yorkshire West Riding,-,HIGH FLATS YORKS,10,1830,[.........#],12,0,10,1839/01,1839/12,1,0,40.3,,HIGH-FLATS-YORKS,SE 212074,53.563,-1.681,900,,,NGR is the centre if High Flats and altitude is from OS map. No information on record to locate record and NGR could be +/- 500m or more and altitude +/- 200 ft
TYRain_1820-1829_C_pt2,103,Rainfall,1830s,England,Cheshire,-,WOODSIDE BIRKENHEAD,10,1830,[........#.],12,0,10,1838/01,1838/12,1,0,29.2,,WOODSIDE-BIRKENHEAD,SJ 328891,53.394,-3.012,30,,,NGR is in the Woodside area of Birkenhead. Altitude form OS map. NGR could be +/- 500m.
TYRain_1820-1829_C_pt2,114,Rainfall,1830s,England,Cornwall,-,EDGECUMBE,10,1830,[..T.......],0,0,0,,,1,0,29.7,,EDGECUMBE,,,,,,,
TYRain_1820-1829_C_pt2,116,Rainfall,1830s,England,Somerset,-,WELLINGTON SOMERSET,10,1830,[..##......],24,0,20,1832/01,1833/12,2,0,34.9,,WELLINGTON-SOMERSET,,,,,,,
TYRain_1820-1829_C_pt2,126,Rainfall,1830s,England,Worcestershire,-,WORCESTER,10,1830,[.......T..],0,0,0,,,1,0,24.5,,WORCESTER,,,,,,,no useful info and only 1 year total anyway
TYRain_1820-1829_C_pt2,161,Rainfall,1830s,England,Middlesex,Middlesex-became-London,HATTON GARDEN HOLBORN,10,1830,[........3.],3,0,2.5,1838/03,1838/05,0,0,,,HATTON-GARDEN-HOLBORN,TQ 313818,51.520,-0.109,60,,,NGR is mid-pint of Hatton Garden. Altitude from OS map. NGR could be +/- 250m N or S
TYRain_1820-1829_C_pt2,169,Rainfall,1830s,England,Kent,Kent-stayed-Kent,WICKHAM,10,1830,[.......#..],12,0,10,1837/01,1837/12,1,0,24.9,,WICKHAM,TQ 388646,51.364,-0.008,,,Hinds,
TYRain_1820-1829_C_pt2,184,Rainfall,1830s,England,Buckinghamshire,-,AYLESBURY,10,1830,[........#4],16,1,13.3,1838/01,1839/05,1,0,19.6,,AYLESBURY-1838,SP 819138,51.817,-0.813,,,Aylesbury News,
TYRain_1830-1839_D_pt1,30,Rainfall,1830s,Scotland,Ayrshire,-,GALSTON MUIR,10,1830,[..8#......],20,0,16.7,1832/01,1833/12,2,0,50.6,,GALSTON-MUIR,,,,,,,NO INFO
TYRain_1830-1839_D_pt1,41,Rainfall,1830s,Scotland,Dunbartonshire,-,Kippoch,10,1830,[..T.......],0,0,0,,,1,0,39.2,,KEPPOCH,NS 3296479780,55.982,-4.679,150,,From Total Book,Location is south of Helensburgh and once was a castle (Craddock Y528)
TYRain_1830-1839_D_pt1,46,Rainfall,1830s,Scotland,Bute,-,LAMLASH ARRAN,10,1830,[..TTT.....],0,0,0,,,3,0,66.0,,LAMLASH-ARRAN,NS 024308,55.531,-5.132,15,,from The Statistical Accounts of Scotland 1791-1845,https://stataccscot.edina.ac.uk/static/statacc/dist/viewer/nsa-vol5-Parish_record_for_Kilbride_in_the_county_of_Bute_in_volume_5_of_account_2/nsa-vol5-p1-parish-bute-kilbride?search=lamlash
TYRain_1830-1839_D_pt1,63,Rainfall,1830s,Scotland,Fife,-,ST ANDREWS FIFE,10,1830,[.....##...],24,0,20,1835/01,1836/12,2,0,29.1,,ST-ANDREWS-FIFE,NO 5116016884,56.342,-2.792,50,,Dr. Jackson,NSA https://stataccscot.edina.ac.uk/static/statacc/dist/viewer/nsa-vol9-Parish_record_for_St_Andrews_in_the_county_of_Fife_in_volume_9_of_account_2/nsa-vol9-p449-parish-fife-st_andrews?search=St%20Andrews
TYRain_1830-1839_D_pt1,73,Rainfall,1830s,Scotland,Perthshire,-,KINFAUNS TOWER,10,1830,[T..TTTTTTT],0,0,0,,,8,1,30.5,,KINFAUNS-CASTLE-EXTRA-SHEET,NO 150226,56.388,-3.378,,,,9 annual totals. Belongs with the other KINFAUNS-CASTLE sheets
TYRain_1830-1839_D_pt1,109,Rainfall,1830s,Ireland/Republic of Ireland,Galway,-,PROSPECT BY GALWAY,10,1830,[........4.],4,0,3.3,1838/07,1838/12,0,0,,,PROSPECT-BY-GALWAY,,,,,,Lieut. Morrison R.N.,53.14N 9 degrees W
TYRain_1840-1849_D_pt2,1,Rainfall,1840s,England,Berkshire,-,HERMITAGE,10,1840,[.........#],12,0,10,1849/01,1849/12,1,0,24.2,,HERMITAGE,SU 507729,51.453,-1.272,,,,"This is Hermitage near Newbury, based on a match to readings in The Reading Mercury, which gives Rev. Walter Sheppard as the observer. Hermitage Vicarage used for the grid reference."
TYRain_1840-1849_D_pt2,8,Rainfall,1840s,England,Surrey,Surrey-became-London,LONDON (S. LAMBETH),10,1840,[.#........],12,0,10,1841/01,1841/12,1,0,27.2,,LONDON-S-LAMBETH-OBS-ARMSTRONG,,,,,,,
TYRain_1840-1849_D_pt2,9,Rainfall,1840s,England,Surrey,Surrey-became-London,LONDON S. LAMBETH,10,1840,[...#8.....] Dup,20,0,16.7,1843/01,1844/12,2,0,24.6,Duplication,LONDON-S-LAMBETH-OBS-MAVERLEY,,,,,,,
TYRain_1840-1849_D_pt2,10,Rainfall,1840s,England,Surrey,Surrey-became-London,LONDON (WALWORTH),10,1840,[.#2##9....],46,0,38.3,1841/01,1845/11,3,0,26.3,,LONDON-WALWORTH,,,,,,,
TYRain_1840-1849_D_pt2,28,Rainfall,1840s,England,Kent,Kent-stayed-Kent,CANTERBURY BARTON HOUSE,10,1840,[1#........],13,0,10.8,1840/11,1841/12,1,0,38.0,,CANTERBURY-BARTON-HOUSE,TR 156588,51.288,1.091,,,,
TYRain_1840-1849_D_pt2,54,Rainfall,1840s,England,Isle of Wight,-,CARISBROOK,10,1840,[.......33.],6,0,5,1847/01,1848/03,0,0,,,CARISBROOK,,,,,,,
TYRain_1840-1849_D_pt2,63,Rainfall,1840s,England,Hampshire,-,WINCHESTER,10,1840,[......T...],0,0,0,,,1,0,33.7,,WINCHESTER,,,,,,,
TYRain_1840-1849_D_pt2,64,Rainfall,1840s,England,Hampshire,-,BONHAMS NR ALTON,10,1840,[..#.......],12,0,10,1842/01,1842/12,1,0,21.7,,BONHAMS-NR-ALTON,,,,,,,
TYRain_1840-1849_D_pt2,69,Rainfall,1840s,England,Berkshire,-,KINGSTON BAGPUIZE,10,1840,[.....#....],12,0,10,1845/01,1845/12,1,0,20.7,,KINGSTON-BAGPUIZE,SU 407981,51.680,-1.413,270,,,NGR is the church in Kingston Bagpuize and there is no information on the record to better located the gauge. Altitude form OS map. NGR could be +/- 500m and may be Kingston Bagpuize House 250 M S
TYRain_1840-1849_D_pt2,127,Rainfall,1840s,England,Devon,Devon South,BRADSTONE DEVON,10,1840,[#.#.......],24,0,20,1840/01,1842/12,2,0,34.1,,BRADSTONE-DEVON,,,,,,,
TYRain_1840-1849_D_pt2,137,Rainfall,1840s,England,Devon,Devon South,SIDMOUTH (not much data),10,1840,[...4......],4,0,3.3,1843/06,1843/11,0,0,,,SIDMOUTH-1843,,,,,,,
TYRain_1840-1849_D_pt2,142,Rainfall,1840s,England,Cornwall,-,STRATTON CORNWALL,10,1840,[.....T....],0,0,0,,,1,0,40.9,,STRATTON,,,,,,,
TYRain_1840-1849_D_pt2,155,Rainfall,1840s,England,Somerset,-,BATH LARKHALL,10,1840,[.1#71.....],21,0,17.5,1841/12,1844/01,2,0,29.3,,BATH-LARKHALL,,,,,,,
TYRain_1840-1849_D_pt2,173,Rainfall,1840s,England,Shropshire,-,OSWESTRY,10,1840,[..#9......],19,1,15.8,1842/01,1843/12,1,0,32.7,,OSWESTRY,,,,,,,No information on sheet to determine location
TYRain_1840-1849_D_pt2,177,Rainfall,1840s,England,Worcestershire,-,SEVERN STOKE WORCESTERSHIRE,10,1840,[.........#],12,0,10,1849/01,1849/12,1,0,24.9,,SEVERN-STOKE,,,,,,,no useful info for the one year
TYRain_1840-1849_E_pt1,12,Rainfall,1840s,England,Derbyshire,-,WINSTER DERBY,10,1840,[.....3....],3,0,2.5,1845/09,1845/11,0,0,,,WINSTER-DERBY,,,,,,,
TYRain_1840-1849_E_pt1,21,Rainfall,1840s,England,Cheshire,-,Sandy Vale Print Works Duckenfield nr Staley Bridge,10,1840,[....#.....],12,0,10,1844/01,1844/12,1,0,32.3,,SANDY-VALE-PRINT-WORKS-DUCKENFIELD-NR-STALEY-BRIDGE,SJ 951980,53.479,-2.075,320,,,NGR is the printworks. Stated altitude appears to ne 15 ft. too low.
TYRain_1840-1849_E_pt1,23,Rainfall,1840s,England,Cheshire,-,Bower Flats (in Longdendale District?),10,1840,[.....8....],8,0,6.7,1845/02,1845/09,0,0,,,BOWER-FLATS-IN-LONGDENDALE-DISTRICT,,,,,,,
TYRain_1840-1849_E_pt1,25,Rainfall,1840s,England,Cheshire,-,RAKES MOSS,10,1840,[......2#8.],22,0,18.3,1846/11,1848/12,1,0,56.5,,RAKES-MOSS,SE 054006,53.502,-1.920,1620,,,NGR is on Rakes Moss at the stated altitude
TYRain_1840-1849_E_pt1,37,Rainfall,1840s,England,Lancashire,-,FAIRFIELD 4 MILES EAST OF MANCHESTER,10,1840,[#.........] Dup,12,0,10,1840/01,1840/12,1,0,26.1,Duplication,MANCHESTER-FAIRFIELD-DUPLICATE-DATA,,,,,,,DUPLICATE OF DATA ON PAGE 38 SO CAN IGNORE THE FACT THAT THIS ISN'T ON GITHUB
TYRain_1840-1849_E_pt1,58,Rainfall,1840s,England,Lancashire,-,BELMONT (OLD LYONS),10,1840,[....5.....],5,0,4.2,1844/04,1844/08,0,0,,,BELMONT-OLD-LYONS,SD 675189,53.666,-2.493,1200,,,1200' patchy 1844 only 3 miles N of Belmont WW gauge. Old Lyons Colliery
TYRain_1840-1849_E_pt1,70,Rainfall,1840s,England,Lancashire,-,CARTMEL (NOT MUCH DATA),10,1840,[..T1TTT...],1,0,0.8,1843/06,1843/06,5,0,49.4,,CARTMEL,,,,,,,no info at all
TYRain_1840-1849_E_pt1,76,Rainfall,1840s,England,Yorkshire West Riding,-,FALKIRK,10,1840,[.4........],4,1,3.3,1841/02,1841/10,0,0,,,FALKIRK,,,,,,,
TYRain_1840-1849_E_pt1,94,Rainfall,1840s,England,Yorkshire West Riding,-,LEEDS UNKNOWN,10,1840,[.T.T.TT...],0,0,0,,,4,0,26.1,,LEEDS,,,,,,,"Observer pencilled is as ""S Marshall Kendal"". Cannot find him or Kendal. No altitude on record"
TYRain_1840-1849_E_pt1,103,Rainfall,1840s,England,Yorkshire West Riding,-,OTLEY,10,1840,[..21......],3,0,2.5,1842/11,1843/01,0,0,,,OTLEY,,,,,,,
TYRain_1840-1849_E_pt1,114,Rainfall,1840s,England,Durham,-,DARLINGTON UNKNOWN,10,1840,[.........5],5,0,4.2,1849/04,1849/08,0,0,,,DARLINGTON-UNKNOWN,NZ 291143,54.523,-1.552,,,,"May-Sept 1849 W Rayner in report to board of health - prob UnionWorkhouse in Lead Yard, Mem Hos much later"
TYRain_1840-1849_E_pt1,138,Rainfall,1840s,England,Cumberland,-,STRONGWATH 2m W of Ennerdale,10,1840,[....6.....],6,0,5,1844/07,1844/12,0,0,,,STRONGWATH,,,,,,,Aug-Dec 1844
TYRain_1840-1849_E_pt1,142,Rainfall,1840s,England,Cumberland,-,WHITEHAVEN,10,1840,[........#.],12,0,10,1848/01,1848/12,1,0,49.2,,WHITEHAVEN,NX 9718,54.550,-3.590,,,,1848 no other info
TYRain_1840-1849_E_pt1,143,Rainfall,1840s,England,Cumberland,-,ROUND CLOSE WHITEHAVEN,10,1840,[......9##.],33,0,27.5,1846/04,1848/12,2,0,44.4,,WHITEHAVEN-CROFT-HILL,NX 988198,54.563,-3.567,480,,,480' 1846-1848. No other info
TYRain_1840-1849_E_pt2,19,Rainfall,1840s,Wales,Carmarthenshire,-,LLANELLY BRIDGE PARADE CARMARTHEN,10,1840,[..1.......],1,0,0.8,1842/09,1842/09,0,0,,,LLANELLY-BRIDGE-PARADE-CARMARTHEN,SN 507005,51.683,-4.161,30,,,NGR is Bridge Street Llanelli close to where Crown Parade was. Altitude is from OS map. NGR could be +/- 250m or more.
TYRain_1840-1849_E_pt2,28,Rainfall,1840s,Channel Islands,Jersey,-,JERSEY ST HELIER,10,1840,[.........3],3,0,2.5,1849/10,1849/12,0,0,,,JERSEY-ST-HELIER,,,,,,,
TYRain_1840-1849_E_pt2,29,Rainfall,1840s,Channel Islands,Jersey,-,JERSEY,10,1840,[........#.],12,0,10,1848/01,1848/12,1,0,61.9,,JERSEY,,,,,,,
TYRain_1840-1849_E_pt3,20,Rainfall,1840s,Scotland,Midlothian (Edinburgh),-,BLACK HILLS,10,1840,[.......7#9],27,0,22.5,1847/05,1849/09,0,0,,,BLACK-HILLS,,,,,,,Edin WW 1847-Oct 1949 no elev
TYRain_1840-1849_E_pt3,25,Rainfall,1840s,Scotland,Midlothian (Edinburgh),-,Torbray Hill,10,1840,[.......82.],10,0,8.3,1847/05,1848/03,0,0,,,TORBRAY-HILL,,,,,,,Edin WW no elev. May 47 to mar 48
TYRain_1840-1849_E_pt3,27,Rainfall,1840s,Scotland,Midlothian (Edinburgh),-,EDINBURGH QUEEN STREET GARDENS,10,1840,[.....##...],24,0,20,1845/01,1846/12,2,0,30.9,,EDINBURGH-QUEEN-ST-GARDENS,,,,,,,1845-6 no elev.
TYRain_1840-1849_E_pt3,39,Rainfall,1840s,Scotland,Perthshire,-,LOCH LUBNAIG PERTHSHIRE,10,1840,[......7#8.],26,0,21.7,1846/06,1848/12,0,0,,,LOCH-LUBNAIG-PERTHSHIRE,NN 5813,56.290,-4.300,,,,Location approximate Loch is 5 miles long based on centre
TYRain_1840-1849_E_pt3,40,Rainfall,1840s,Scotland,Perthshire,-,BALQUHIDDER CALLENDER,10,1840,[......2#..],13,0,10.8,1846/09,1847/11,0,0,,,BALQUHIDDER-CALLENDER,NN 5365920832,56.357,-4.370,440,,,Location approximate
TYRain_1840-1849_E_pt3,81,Rainfall,1840s,Scotland,Caithness,-,WICK CAITHNESS,10,1840,[#.........] Dup,12,0,10,1840/01,1840/12,1,0,35.3,Duplication,DUNNETHEAD,,,,,,Statistical Acccounts of Scotland,Duplicate of DUNNETHEAD
TYRain_1850-1859_F_pt1,13,Rainfall,1850s,England,Shropshire,-,ACTON SCOTT CHURCH STRETTON,10,1850,[..#1......],13,0,10.8,1852/01,1853/01,1,0,39.1,,ACTON-SCOTT-CHURCH-STRETTON,SO 455895,52.501,-2.804,650,,,"NGR is centre of  small village and close to Acton Scott Hall, there are no clues on the sheet about the location. The altitude is from the OS map."
